row_id,county_code,year,state,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,evictions
917,a06947f,a,105ac14,146085,15794,25.285,634,45535,93786,26.373,0.922303749,0.026002613,0.034455724,0.000703588,0.005005528,0,0.011327772,0.000201025,9.149,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.472,0.063,0.146,0.056,0.326,0.244,0.11,0.081,0.187,0.294,12.29718564,2,19.98,337,2570,1690,0.492,0.196,0.191,0.124497992,0.475903614,0.243975904,0.15562249,9.445287705,13.10197323,388
918,86a9e15,b,92a2585,6540,713,24.323,483,45608,78663,25.378,0.958667526,0.001189709,0.02830516,0.003935954,0.002795816,0,0.005105835,0,10.295,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.565,0.027,0.188,0.081,0.283,0.135,0.112,0.05,0.191,0.296,11.39045199,,24.11,221,6620,1650,0.508,0.237,0.215,0.091724826,0.328015952,0.402791625,0.177467597,14.31683785,10.27077498,0
919,f9e6ab9,a,9759812,32447,3138,23.829,678,47557,149478,26.046,0.753823091,0.185510483,0.021560224,0.003309992,0.007616001,0.000402431,0.026862248,0.00091553,7.971,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.482,0.048,0.207,0.074,0.302,0.164,0.149,0.071,,0.288,12.89860823,,11.82,256,5359,5389,0.521,0.2,0.182,0.170658683,0.357285429,0.288423154,0.183632735,10.36171816,11.55488571,152
920,b5aaddd,b,37520b7,25841,2151,18.528,592,40218,112719,29.09,0.924102921,0.006539591,0.012472005,0.019469467,0.003493754,0,0.033822724,9.95E-05,14.032,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.414,0.108,0.206,0.061,0.329,0.223,0.11,0.059,0.246,0.267,10.92840302,,10.17,248,2180,1720,0.503,0.193,0.233,0.108651911,0.393360161,0.316901408,0.181086519,8.460368825,11.69636243,133
921,e27e291,a,c8ee9c4,28149,3136,28.619,597,38744,93360,27.694,0.877311687,0.075920137,0.022476555,0.000201674,0.000504185,0,0.023484925,0.000100837,17.01,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.438,0.079,0.203,0.053,0.348,0.26,0.131,0.1,,0.362,14.13042202,,21.18,433,3999,4669,0.516,0.237,0.161,0.202392822,0.39780658,0.273180459,0.12662014,11.39794551,12.07682001,5
922,7cd9341,a,37520b7,6261,477,12.255,410,34459,69335,31.755,0.957765421,0.003191682,0.010598792,0.009053134,0.005108698,0.000301102,0.011461951,0.00251922,9.905,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.385,0.093,0.178,0.059,0.341,,0.136,0.05,,0.236,10.54114562,,25.04,331,2100,3200,0.483,0.137,0.305,0.085657371,0.406374502,0.356573705,0.151394422,3.612182908,19.53862573,3
923,60eaac7,b,37520b7,6454,515,24.683,606,37088,73521,29.34,0.792739162,0.083103099,0.02583928,0.06585041,0.001490728,0.000596291,0.03038103,0,15.42,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.384,0.086,0.204,0.063,0.346,,0.121,0.081,0.279,0.229,10.4256391,,24.45,250,2559,820,0.427,0.171,0.195,0.117,0.451,0.308,0.124,7.716049383,10.64814815,16
924,5fa91cd,b,0df5b61,6005,718,21.163,646,78189,109955,23.427,0.651008129,0.001307952,0.270897054,0.037286703,0.008169672,0.00223358,0.019277205,0.009819704,7.377,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.563,0.066,0.224,0.16,0.272,0.173,0.083,0.081,0.16,0.235,13.40511235,,43.85,285,5950,5839,0.492,0.269,0.13,0.19,0.373,0.361,0.076,15.63799701,7.985360173,1
925,704ddeb,b,56f170e,41731,4067,23.434,701,47818,112303,29.484,0.969152054,0.006159654,0.006725945,0.002771844,0.005106552,0,0.01008395,0,9.66,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.507,0.057,0.172,0.07,0.321,0.223,0.111,0.08,0.205,0.302,13.29070624,,18.48,320,7040,3820,0.498,0.236,0.162,0.118,0.463,0.301,0.118,10.56308442,11.40332977,96
926,fe06927,b,533155c,9681,1152,31.226,637,49550,86036,22.042,0.894280413,0.00727049,0.066946999,0.0166586,0.000100839,0.001220152,0.013522507,0,9.055,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.561,0.032,0.187,0.071,0.313,0.178,0.096,0.07,0.104,0.264,11.11624098,,,258,1679,1200,0.503,0.226,0.188,0.103517588,0.266331658,0.371859296,0.258291457,13.5901497,13.18142339,21
927,97fb48d,b,d725a95,135940,17877,36.685,602,30607,70766,32.16,0.264066062,0.240902547,0.08203703,0.376734514,0.007257968,0.000399888,0.025832767,0.002769225,25.762,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.38,0.095,0.342,0.09,0.403,0.255,0.156,0.11,0.086,0.368,12.08599932,23.24,37.93,325,5360,2250,0.516,0.268,0.12,0.247752248,0.334665335,0.288711289,0.128871129,13.97332029,9.409393835,764
928,2afef2f,a,37520b7,8642,799,16.082,516,39803,87631,29.071,0.734054151,0.18261835,0.013012733,0.044669381,0.005201092,0.000100021,0.020344272,0,11.68,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.388,0.09,0.195,0.065,0.317,0.239,0.117,0.06,0.224,0.216,10.13405954,,,322,1730,960,0.449,0.193,0.184,0.177177177,0.441441441,0.25025025,0.131131131,8.736676568,10.94996797,7
929,8fc1943,a,f93b51e,6334,700,28.789,533,33033,89526,29.059,0.946242716,0.000602773,0.019359052,0.011663653,0,0,0.019710669,0.002421137,16.072,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.404,0.074,0.26,0.1,0.338,,0.124,0.1,,0.288,11.45079409,,36.95,362,6290,3130,0.51,0.235,0.172,0.218781219,0.310689311,0.357642358,0.112887113,12.154166,10.23508716,0
930,9ce16e5,a,92a2585,9181,928,19.867,685,59311,112553,28.247,0.955502711,0.005431168,0.029019971,0.001219242,0.00222688,0,0.006600028,0,7.544,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.514,0.029,0.12,0.054,0.292,0.153,0.073,0.07,0.184,0.255,10.92620771,,20.92,202,2270,1280,0.502,0.246,0.176,0.062124248,0.319639279,0.367735471,0.250501002,10.61211094,7.986434003,6
931,79bfda9,b,bd5a09a,49040,6762,34.254,684,49514,108110,27.12,0.928965138,0.014795178,0.024758666,0.000890312,0.008522983,0.00040014,0.019766918,0.001900665,7.887,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.489,0.065,0.122,0.04,0.272,0.213,0.091,0.08,0.129,0.258,11.95979707,,9.24,266,2949,1820,0.512,0.202,0.14,0.101303912,0.347041123,0.313941825,0.237713139,9.968032846,8.190945023,31
932,9.04E+07,b,429dafa,55589,5240,26.056,882,51280,141069,32.674,0.757038905,0.185959223,0.026203845,0.004243862,0.00976889,0.000100091,0.015283908,0.001401275,9.302,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.461,0.059,0.18,0.047,0.303,0.215,0.118,0.091,0.168,0.296,12.90584792,3.57,22.92,316,3730,2630,0.514,0.259,0.13,0.129518072,0.334337349,0.302208835,0.233935743,11.66085142,10.4765462,86
933,1accf09,b,533155c,8374,923,18.773,613,52066,96290,23.3,0.947338936,0.005802321,0.025570228,0.002320928,0.005502201,0,0.013465386,0,9.792,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.502,0.044,0.163,0.062,0.314,0.178,0.098,0.07,0.151,0.28,9.969305798,,26.88,213,2890,849,0.509,0.233,0.212,0.037148594,0.338353414,0.387550201,0.236947791,12.66503375,13.62088536,2
934,c5c1167,b,26926ff,29519,3071,29.691,544,40673,78776,22.838,0.581295715,0.026678841,0.112785576,0.217905626,0.002598654,0.000401336,0.056327571,0.002006682,15.974,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.38,0.054,0.322,0.139,0.35,0.263,0.111,0.08,0.097,0.36,10.23192344,8.85,40.32,381,5260,3689,0.483,0.252,0.151,0.153768844,0.413065327,0.275376884,0.157788945,13.7144409,12.28868219,38
935,e99c779,b,f02e4c4,5943,546,19.736,511,50174,101702,27.955,0.962502112,0,0.017610988,0.005486041,0.002961667,0,0.010942267,0.000496924,6.507,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.55,0.05,0.125,0.08,0.27,,0.087,0.05,,0.243,12.54878165,,,251,6049,2989,0.506,0.211,0.232,0.072636816,0.331343284,0.406965174,0.189054726,13.23837453,12.23292836,4
936,09e6c79,b,0df5b61,54131,9251,44.254,817,47668,186883,28.297,0.688278476,0.009376818,0.225976292,0.018894037,0.027729306,0.005886836,0.020649056,0.003209178,12.172,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.46,0.086,0.266,0.166,0.23,0.215,0.089,0.079,0.184,0.186,10.54478043,,12.34,300,1369,1279,0.486,0.213,0.178,0.131131131,0.287287287,0.372372372,0.209209209,10.11312677,11.64485947,151
937,e890503,b,720fc77,339962,37222,24.568,802,39458,111068,32.431,0.723449234,0.125078016,0.116491172,0.003009926,0.015029495,0.000201333,0.015432161,0.001308663,13.238,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.388,0.074,0.289,0.116,0.319,0.21,0.123,0.08,0.145,0.273,11.33768391,5.25,22.93,260,2880,1829,0.516,0.19,0.267,0.14,0.366,0.315,0.179,10.02550087,13.97287514,502
938,dee0feb,b,2af7250,5244502,870181,43.119,979,55251,218088,31.399,0.430191156,0.237145187,0.247528494,0.00099457,0.067213017,0.000198914,0.015147296,0.001581366,13.167,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.509,0.074,0.243,0.047,0.261,0.183,0.091,0.091,0.21,0.224,12.98259032,11.58,6.46,267,1299,1080,0.511,0.233,0.124,0.146292585,0.240480962,0.254509018,0.358717435,13.21508765,7.447657277,13078
939,9a2da11,b,e602fb0,74063,9440,31.22,624,40550,121342,30.924,0.876619629,0.078458691,0.015992278,0.001383277,0.008588261,0.000597098,0.018062218,0.000298549,11.769,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.46,0.076,0.145,0.042,0.281,0.228,0.121,0.1,0.156,0.311,13.28651232,2.3,13.19,346,1629,1690,0.485,0.177,0.184,0.117412935,0.420895522,0.289552239,0.172139303,9.709333642,12.40940114,1
940,3807a55,b,f2c60ec,10172,1280,25.15,528,28025,65596,26.835,0.96264572,0.00572372,0.026637314,0,0.002311502,0,0.002681743,0,18.046,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.394,0.09,0.252,0.079,0.323,0.21,0.115,0.109,,0.365,13.40969554,,45.72,373,3470,2549,0.5,0.233,0.17,0.304304304,0.362362362,0.237237237,0.096096096,10.24277343,12.31102576,11
941,0bd90f3,a,930f257,32699,3586,32.457,638,44177,97142,26.032,0.474934328,0.095079107,0.409623213,0.003108143,0.008161383,0,0.009093826,0,18.207,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.388,0.058,0.373,0.171,0.293,,0.091,0.081,,0.248,10.38258488,6.2,23.63,293,2960,1810,0.501,0.293,0.127,0.276553106,0.291583166,0.281563126,0.150300601,16.24942405,8.477960375,60
942,a8b1c1d,b,7c920dc,107138,16833,36.077,710,47536,151157,29.154,0.914532308,0.013281195,0.016991529,0.001300117,0.007970717,0,0.045724115,0.000200018,11.507,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.523,0.054,0.144,0.047,0.312,0.184,0.101,0.071,0.166,0.251,10.22580073,1.26,9.61,227,2039,1260,0.507,0.222,0.149,0.114343029,0.374122367,0.30892678,0.202607823,11.7144214,9.395748168,803
943,8dbd927,a,a8981de,20386,1729,14.977,508,32557,74491,33.863,0.58530291,0.38969709,0.014159028,0.001793543,0.000906736,0,0.008140694,0,23.163,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.374,0.079,0.256,0.078,0.373,0.183,0.147,0.14,0.082,0.345,12.50790928,12.3,28.06,368,6840,2950,0.523,0.249,0.153,0.231768232,0.366633367,0.265734266,0.135864136,13.76348284,8.443555078,10
944,c298df1,a,c8ee9c4,348504,55050,35.586,756,48247,157442,29.735,0.715631208,0.196305223,0.049663699,0.001421844,0.019401615,0.00040336,0.016477256,0.000695796,11.34,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.47,0.053,0.196,0.056,0.292,0.19,0.116,0.11,0.106,0.289,13.3912711,6.2,13.09,284,1439,940,0.519,0.215,0.155,0.124750499,0.270459082,0.315369261,0.289421158,12.08835062,9.827465494,437
945,a3c0d29,a,dc52510,8858,929,21.814,629,24925,67307,34.235,0.238648809,0.733248264,0.019693149,0,0.003908487,0,0.004501291,0,25.074,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.29,0.099,0.243,0.069,0.371,,0.161,0.149,,0.281,12.90849615,,17,261,8870,4489,0.449,0.166,0.185,0.275724276,0.401598402,0.218781219,0.103896104,8.177570094,11.79906542,0
946,ae1c1b7,b,f723d72,21156,1797,20.462,628,56150,125510,25.449,0.966419144,0.003838098,0.014029602,0.003216787,0.0045496,0,0.007545922,0.000400846,6.633,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.54,0.047,0.128,0.051,0.302,0.179,0.098,0.06,0.194,0.276,11.33259643,,15.66,277,3030,2089,0.509,0.266,0.159,0.076616915,0.429850746,0.327363184,0.166169154,13.6290246,10.39984804,15
947,f5488b9,b,f723d72,10689,892,19.509,600,51013,103610,26.081,0.960819449,0.007530075,0.021170786,0.001107364,0.001510042,0.00230533,0.005556954,0,8.049,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.528,0.044,0.128,0.059,0.327,0.09,0.091,0.069,0.167,0.289,10.13764591,,21.84,289,5460,2180,0.501,0.226,0.208,0.08,0.394,0.333,0.193,10.19215485,11.59474496,8
948,3caf0d3,b,429dafa,71503,6938,26.837,539,38192,98090,22.977,0.808329061,0.01782214,0.140526522,0.01097675,0.003146266,0.000502598,0.018696662,0,14.082,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.409,0.069,0.288,0.101,0.322,0.18,0.13,0.089,0.1,0.314,12.93245535,2.68,24.35,354,4220,2850,0.506,0.252,0.148,0.275376884,0.352763819,0.259296482,0.112562814,11.50681454,10.19537612,69
949,5fff885,b,dc52510,5920,560,37.592,503,21118,52661,38.263,0.271414716,0.489456371,0.217241759,0,0.016377871,0,0.005509284,0,38.986,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.373,0.075,0.262,0.099,0.348,,0.135,0.119,,0.287,12.48393485,,,318,,1180,0.388,0.146,0.141,0.38961039,0.355644356,0.146853147,0.107892108,8.098591549,13.38028169,0
950,1d25951,b,d725a95,138357,17205,32.802,722,43069,127783,29.145,0.730939538,0.16171202,0.080146526,0.001720876,0.008956606,0,0.015508011,0.001016424,12.932,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.452,0.071,0.241,0.075,0.331,0.249,0.127,0.1,0.101,0.301,12.61808887,5.53,17.12,301,2790,2300,0.51,0.229,0.156,0.173826174,0.330669331,0.318681319,0.176823177,10.99449191,11.63059664,1008
951,b2eba1b,b,105ac14,318902,44073,32.187,701,45896,121680,28.806,0.857340997,0.032479195,0.085733102,0.001386976,0.010636812,0.000299347,0.011824223,0.000299347,11.796,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.495,0.072,0.152,0.05,0.3,0.246,0.108,0.081,0.198,0.31,11.98920296,3.77,13.24,317,1749,1250,0.513,0.197,0.182,0.111334002,0.393179539,0.279839519,0.215646941,10.04738862,12.36673908,1408
952,fa24bcd,a,56f170e,531151,89365,38.917,727,43829,109343,31.001,0.721323941,0.203854158,0.025174097,0.002101177,0.019590971,0.000200112,0.02587449,0.001881053,14.555,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.467,0.05,0.185,0.054,0.302,0.209,0.131,0.09,0.151,0.25,13.21660177,9.3,9.06,260,1719,1109,0.514,0.225,0.161,0.108324975,0.2888666,0.347041123,0.255767302,12.39576968,10.99882491,3463
953,b64047f,b,930f257,12587,1378,27.807,648,39453,69610,26.673,0.65590785,0.231164572,0.088120307,0.009408965,0.000199978,0,0.015198328,0,13.726,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.446,0.077,0.288,0.131,0.317,,0.13,0.1,,0.305,10.44002455,,36.2,353,2579,6420,0.522,0.228,0.199,0.167167167,0.35035035,0.338338338,0.144144144,12.11120286,11.95391451,3
954,76e3ce5,a,930f257,5590,582,29.884,617,52221,84758,23.181,0.687734681,0.021520732,0.264350483,0.001597827,0.00457378,0.002806184,0.017416314,0,10.584,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.494,0.039,0.306,0.194,0.287,,0.114,0.081,,0.289,10.00112805,,42.93,304,2869,1869,0.496,0.262,0.171,0.185814186,0.312687313,0.333666334,0.167832168,13.9158006,11.62585873,0
955,c725075,b,37520b7,862798,82957,26.711,860,54582,126491,31.015,0.814727666,0.10155676,0.024294593,0.002482079,0.03452076,0.000198566,0.020432478,0.001787097,10.036,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.49,0.079,0.174,0.039,0.301,0.185,0.109,0.08,0.201,0.229,12.59536763,3.7,7.35,305,1279,1740,0.517,0.225,0.151,0.111776447,0.306387226,0.351297405,0.230538922,11.01014212,9.611751604,5926
956,5b2479b,b,9759812,34185,4299,28.693,596,47494,134379,26.103,0.910906054,0.058189484,0.014527484,0.00019887,0.001292658,0,0.013214939,0.001670511,9.898,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.483,0.061,0.189,0.055,0.273,0.311,0.112,0.089,0.14,0.257,12.84172582,,15.55,327,3979,1640,0.506,0.185,0.192,0.158524427,0.343968096,0.319042871,0.178464606,10.08325221,12.98908858,200
957,d54a641,a,f93b51e,44956,7002,39.254,661,41617,113629,30.017,0.89032109,0.023418663,0.023679875,0.006269089,0.034781386,0,0.021529899,0,12.784,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.438,0.053,0.211,0.086,0.312,0.267,0.114,0.081,0.142,0.277,10.42655606,3,19.18,319,2350,949,0.473,0.212,0.145,0.127617149,0.333998006,0.260219342,0.278165503,11.67223819,10.08463491,100
958,4c380cf,b,533155c,3155,332,21.493,539,38854,62613,32.934,0.952545411,0,0.029451448,0.004390028,0,0,0.013613114,0,6.551,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.567,0.035,0.186,0.086,0.278,0.284,0.102,,0.143,0.268,11.85615452,,41.99,253,3280,3229,0.505,0.192,0.243,0.095904096,0.332667333,0.355644356,0.215784216,8.188976378,17.63779528,0
959,bd2c421,b,d897010,125861,8257,16.417,1328,105443,392403,30.546,0.868625713,0.023945762,0.058902343,0.000604437,0.036094937,0.001521165,0.009398989,0.000906655,2.914,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.521,0.049,0.09,0.033,0.198,0.129,0.066,0.07,0.18,0.191,11.4685317,,5.79,191,1309,830,0.502,0.222,0.142,0.056056056,0.226226226,0.229229229,0.488488488,7.302079902,7.119527905,43
960,8cc4571,a,ad42790,8483,1002,26.096,605,47652,160316,23.926,0.824062276,0.006769133,0.14008123,0.002488652,0.001702238,0,0.024896472,0,9.999,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.514,0.042,0.227,0.102,0.243,0.141,0.098,0.05,0.099,0.24,10.09407458,,25.74,227,1410,2819,0.493,0.246,0.19,0.127127127,0.29029029,0.373373373,0.209209209,12.62019231,11.05769231,3
961,6752b53,b,be99678,2628,277,20.194,593,37891,106616,30.484,0.876275624,0.019772802,0.060911381,0.002578628,0.004888442,0,0.035573123,0,13.501,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.501,0.054,0.204,0.109,0.297,0.179,0.098,,,0.22,9.218156777,,,263,,940,0.484,0.257,0.184,0.102897103,0.361638362,0.378621379,0.156843157,9.169054441,12.60744986,2
962,7d70671,a,92a2585,5668,600,24.086,578,52316,75721,20.073,0.948708413,0.007558549,0.035611619,0.001407177,0.000201025,0,0.006513217,0,7.811,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.569,0.03,0.136,0.067,0.287,0.133,0.088,0.07,0.239,0.286,10.33970937,,,272,1889,1149,0.508,0.208,0.23,0.07221665,0.390170512,0.351053159,0.186559679,11.36161903,14.73459968,3
963,6a2b3d9,a,105ac14,46753,5507,29.761,618,41287,98267,26.721,0.964575386,0.007076892,0.013019474,0.000301144,0.004798233,0.000200763,0.010028107,0,10.771,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.448,0.058,0.174,0.072,0.302,0.162,0.122,0.071,0.108,0.277,12.98932384,,14.62,248,3320,2119,0.51,0.225,0.198,0.179,0.502,0.203,0.116,11.58691259,11.13547444,112
964,c326e87,a,b5e230e,233918,36872,35.71,780,51869,166139,29.145,0.664620732,0.256170452,0.043507087,0.001898601,0.015540398,0,0.016866405,0.001396325,12.197,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.499,0.057,0.243,0.047,0.282,0.224,0.078,0.099,0.22,0.24,10.53837728,5.4,14.39,279,1569,959,0.511,0.241,0.11,0.136272545,0.288577154,0.276553106,0.298597194,14.7594641,7.632318427,628
965,efa6e6b,b,f93b51e,9544,869,22.912,523,31398,86960,33.997,0.958992755,0.001698168,0.015956752,0.001416815,0,0,0.02193551,0,20.181,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.391,0.089,0.275,0.123,0.293,,0.118,0.071,,0.32,11.02520831,,26.65,308,4860,4790,0.497,0.195,0.249,0.163836164,0.441558442,0.264735265,0.12987013,9.47567909,14.42408928,4
966,01b128f,b,c47295b,322328,23222,22.52,913,71111,225190,28.574,0.848342711,0.01127339,0.089764366,0.002516382,0.019164763,0.005958792,0.022375666,0.000603932,6.217,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.479,0.036,0.151,0.072,0.246,0.063,0.063,0.07,0.074,0.157,12.38201491,1.2,6.89,227,1600,2089,0.5,0.34,0.087,0.048048048,0.213213213,0.39039039,0.348348348,17.68969895,4.792684946,367
967,9a42f05,b,a972798,20931,1913,26.597,661,45022,78104,35.22,0.92248155,0.045279094,0.016759665,0.00249995,0.002179956,0,0.010799784,0,13.945,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.411,0.071,0.191,0.084,0.315,0.252,0.11,0.08,0.159,0.343,14.04122026,,17.53,352,4670,2370,0.459,0.213,0.157,0.141716567,0.424151697,0.303393214,0.130738523,11.66291336,11.37845206,22
968,0fc313b,a,56f170e,121289,16177,31.119,624,41877,101517,29.053,0.862539822,0.073944579,0.016750486,0.00130237,0.007143,0.000200365,0.037317919,0.000801459,12.538,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.44,0.056,0.165,0.06,0.332,0.252,0.114,0.089,0.124,0.29,13.61642152,2.3,9.27,280,1460,2150,0.494,0.219,0.177,0.132132132,0.414414414,0.297297297,0.156156156,10.81755944,11.63893829,590
969,8a63ff1,a,930f257,20694,2082,23.758,639,49735,97866,27.125,0.564563817,0.095439568,0.335188301,0.000806363,0.000905914,0,0.003096037,0,12.898,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.485,0.04,0.257,0.13,0.293,0.32,0.113,0.08,,0.294,8.581543423,,15.33,313,6830,1569,0.48,0.222,0.189,0.21335992,0.375872383,0.265204387,0.14556331,13.50699469,12.44573083,5
